review_id,user_id,business_id,stars,useful,funny,cool,text,date,elite,average
97QiyDW1seilPbIQrB_xfw,0zG_7kUNuuVIUfGZMuBDrA,_D4-Mz0cu0t8IRc6L9XmdQ,5.0,0,0,2,Such a neat boutique store. There's really nothing in Vegas that compares. They're constantly bringing in new inventory which is always great and the staff are always so helpful. I always come here for unique gift ideas.,2019-02-27 21:18:00,False,0.07587218143607923
IHJ64moK0a9ahleuYJw1bA,S-YEEVI1EiZdyMUZ93RSiA,_D4-Mz0cu0t8IRc6L9XmdQ,5.0,0,0,1,"Magnolia Lane is one of my favorite stores in Las Vegas! This is the perfect place for gifts for my girlfriends and home/office decor. The amazing selection is constantly changing and I can always find something for everyone on my list - bachelorette parties, housewarming, holidays, and birthdays. I love all the dainty details and quality of the items. Not to mention, I truly appreciate that this is a locally-owned family business. I definitely recommend that you stop by, sip some champagne, and find something cute for your next event!",2019-02-27 18:40:47,False,0.07811922890998657
kx3s2EpMoaHkKaOMwHmHlA,bMT9nKy96Ak2uncZEgkHmA,_D4-Mz0cu0t8IRc6L9XmdQ,5.0,0,0,0,"Cutest store on the planet!!! I stop in about twice a month and they always have the largest selection of  amazing home decor, quality gifts, and beautiful jewelry! It's my go to shop and I always feel so at home there. Magnolia Lane is the gem of Las Vegas!",2019-02-27 17:42:12,False,0.08870498380901513
gRFHJiT4jYUFBXjjTaDdLA,239KPM-oKThsKHFpY_pRVw,_D4-Mz0cu0t8IRc6L9XmdQ,5.0,0,0,1,"Magnolia Lane is the absolute best! This is my favorite family owned business for so many reasons. I have never had a bad experience with any employee here, they are very helpful! And the product is great! Especially for gifting(they sometimes will even wrap your gift up for you)! Very authentic jewelry, funny quote signs, even Alex and Ani & Kendra Scott... not to mention they're always getting new product in! Magnolia Lane plays acoustic music which makes you feel comfortable also, like your in a coffee shop. Over all an amazing place to shop!!!!!",2019-01-19 04:46:28,False,0.10348506642917217
eIXU-RCci0qyhgd4F85dmQ,ydA2_VFxrBYPDe0IMhzAZw,_D4-Mz0cu0t8IRc6L9XmdQ,4.0,0,0,0,"I love magnolia lane! I shop here all the time and the new owner and all the girls here are so helpful! I shop here for any of my soy candles, baby gifts, wedding gifts, men's gifts, and unique handmade jewelry. Love the fact that it's family owned local business. I travel from across town because I know there is no boutique like them in Las Vegas. They carry many name brand jewelry like Kendra Scott which is my favorite! Thank you magnolia lane for the great service you provide for myself and my family. Definitely stop by if your in the district.",2019-01-15 07:00:02,False,0.11639016990474653
5keq6mO-iuKtt4S4Knf9Dg,LYsQUlmRsG5WqKyYHuqhYA,_D4-Mz0cu0t8IRc6L9XmdQ,5.0,0,0,0,The best place to buy gifts for the wife. There is always something new and the quality of the products are what I appreciate. My wife's fav place!,2019-01-13 21:21:43,False,0.04969793217932188
vHvLnb5YF5rRg8PIToWAug,j4SNc6m3AbBVy940NSPjBA,_D4-Mz0cu0t8IRc6L9XmdQ,1.0,2,0,0,"My last experience with this store was horrible. Their website states they are open until 9pm on Thursdays. I work until 6:45 pm so I had plenty of time to pickup the specific gift I new would be sold at this store. I arrived at 7pm and got lucky enough to park right near the entrance. As I approached the door two employees were locking up. I said, ""your website says you are open until 9?"" They responded with ""we are slow so we are closing."" I was literally at the door. Wasn't allowed in and they had no problem turning away business. Shopping small business is the backbone of any community. But I am not going to shop here any longer. I took my business to Brighton who greeted me with open arms and a gift bag.",2019-01-01 21:06:28,False,0.040127502135179134
rAUa8deojFuSCC3tl6YeGQ,D43OWyfzIQjL8feJpYh2SQ,_D4-Mz0cu0t8IRc6L9XmdQ,5.0,6,2,5,"Left PF Changs & headed to b-day & Valentines Day shop.  Walked into Magnolia Lane where Brittany greeted me & asked if there was any in particular I was shopping for.  Yes, a fifteen year old varsity basketball player.  She guided me over to the bracelets w/ b-day gems & one w/ a basketball charm!  She also read to me a few meanings of each stone which was fun.  It was nice to see someone who enjoys working w/ customers to find that perfect gift, which puts a smile on the person's face who is receiving it.  I found a few other knick knacks & she wrapped it up pretty & on my way.  Thank you!",2018-01-24 15:18:28,True,0.04680234032669994
Zu0VNgxbst6pHlUHEZLp9g,ti7mg1mbdffEhjJW71KNWA,_D4-Mz0cu0t8IRc6L9XmdQ,1.0,2,0,0,"I've been to this store several times and have always enjoyed their collection and picking out gifts for family and friends. They've never been exactly friendly, but at least polite. 
Tonight I went in with my husband to do so some Christmas shopping and was promptly greeted with ""Hi, we close at 8pm tonight.""
Now I've worked in retail quite a bit in years past and fully understand the frustration of customers staying well past close when you're ready to go home, however, to greet your customer this way as they walk in the door is beyond rude and unprofessional. I felt awkward just for being there. We immediately turned around and left. 
They just lost a customer of 4 years.",2017-12-13 04:04:10,False,0.05059029619077897
0TfW6THO3YswJFrU9BqGlg,I0CuifllAS0JuIXP538g5g,_D4-Mz0cu0t8IRc6L9XmdQ,5.0,0,0,0,"The cutest store!! My go to place for unique gifts. They also wrap the gifts very nicely for you for no cost extra which is awesome.
The staff is very friendly and helpful.",2017-04-27 04:04:14,False,0.08803464463752796
8mm_1X8ey0knspToDFg0Ow,utXnV8FZOdyMVdHk_wGhLQ,_D4-Mz0cu0t8IRc6L9XmdQ,5.0,0,0,0,"This is the most unique store I have come across since moving to Henderson. I love the atmosphere and cozy welcome as soon as you step inside. You feel at home as soon as you enter. The displays are beautifully done and I enjoy my slow walk around all the gift items and home goods on display. There are so many different items that you will not find anywhere else. Then you come to the jewelry..... ahhhhh! One of a kind pieces so don't make a mistake and think about it...it will surely be gone on your next trip. Just love this store!
..",2016-11-27 18:21:30,False,0.08369125020585283
